claim_id,exhibit,claim,value,ci95,n,source_json,json_path,code,sha256_16,path_status
C80c,T4,"Null SD, winsorized 10/90.",0.1445,,,harness30/out/I53.json,estimates.specs.winsor_10_90.null_sd,P014_upgrade_package/harness30/i53_randomization.py,8a0d17843ae7b963,GO
C81,T4,Gradient using hires implied by the accounting identity.,0.2786,,,harness30/out/I53.json,estimates.specs.implied_hires.observed,P014_upgrade_package/harness30/i53_randomization.py,8a0d17843ae7b963,GO
C81a,T4,"Randomization-inference p, implied hires.",0.0565,,,harness30/out/I53.json,estimates.specs.implied_hires.RI_p_corrected,P014_upgrade_package/harness30/i53_randomization.py,8a0d17843ae7b963,GO
C81b,T4,"Null mean, implied hires.",0.055,,,harness30/out/I53.json,estimates.specs.implied_hires.null_mean,P014_upgrade_package/harness30/i53_randomization.py,8a0d17843ae7b963,GO
C81c,T4,"Null SD, implied hires.",0.139,,,harness30/out/I53.json,estimates.specs.implied_hires.null_sd,P014_upgrade_package/harness30/i53_randomization.py,8a0d17843ae7b963,GO
C82,T4,"Treated minus placebo gradient, bootstrap interval.",0.3626,"[0.0042, 0.7631]",321,harness30/out/I52.json,estimates.panelA_main.diff,P014_upgrade_package/harness30/i52_headline_final.py,088ae91853a4ca3f,GO
C82a,T4,Placebo pseudo-events used to build the null.,1373,,,harness30/out/I52.json,estimates.panelA_main.n_placebo,P014_upgrade_package/harness30/i52_headline_final.py,088ae91853a4ca3f,GO
C83,T4,Minimum detectable gradient against the randomization null (80% power).,0.4138,,,harness30/out/I54.json,estimates.panelAB_ri.hire_rate.MDE_RI_80,P014_upgrade_package/harness30/i54_limits.py,1d943a939fe53318,GO
C83a,T4,Observed excess over the randomization null.,0.3655,,,harness30/out/I54.json,estimates.panelAB_ri.hire_rate.excess_over_null,P014_upgrade_package/harness30/i54_limits.py,1d943a939fe53318,GO
C83b,T4,"Minimum detectable treated-placebo difference, bootstrap basis.",0.5425,,,harness30/out/I54.json,estimates.panelC_power.bootstrap_MDE_from_I52,P014_upgrade_package/harness30/i54_limits.py,1d943a939fe53318,GO
C84,T4,Adjusted slope on the pre-deal hiring rate (FWL).,0.565,"[0.2098, 0.9676]",301,harness30/out/I47.json,estimates.panelA_fwl_adjusted.neg_log_rate.slope_adj_fwl.slope,P014_upgrade_package/harness30/i47_state_final.py,5b52a8954ca84ac4,GO
C84a,T4,"Adjusted tercile contrast, pre-deal hiring rate.",0.2153,"[0.0259, 0.3915]",,harness30/out/I47.json,estimates.panelA_fwl_adjusted.neg_log_rate.tercile_adj.diff,P014_upgrade_package/harness30/i47_state_final.py,5b52a8954ca84ac4,GO
C84b,T4,"Adjusted quartile contrast, pre-deal hiring rate.",0.2151,"[0.0297, 0.4248]",,harness30/out/I47.json,estimates.panelA_fwl_adjusted.neg_log_rate.quartile_adj.diff,P014_upgrade_package/harness30/i47_state_final.py,5b52a8954ca84ac4,GO
C84c,T4,"Adjusted median-split contrast, pre-deal hiring rate.",0.1879,"[0.0313, 0.332]",,harness30/out/I47.json,estimates.panelA_fwl_adjusted.neg_log_rate.median_adj.diff,P014_upgrade_package/harness30/i47_state_final.py,5b52a8954ca84ac4,GO
C85,T4,"[SUPERSEDED -> E01k (I-65 Panel F, corrected design)] Effect of an interquartile move in the state variable.",0.1593,"[0.0591, 0.2727]",,harness30/out/I47.json,estimates.panelB_iqr_effect.neg_log_rate.effect_per_iqr_adj,P014_upgrade_package/harness30/i47_state_final.py,5b52a8954ca84ac4,SUPERSEDED
C86,OA,Adjusted slope on the share of no-hire months (does not survive adjustment).,0.3522,"[-0.0792, 0.8285]",,harness30/out/I47.json,estimates.panelA_fwl_adjusted.dormancy.slope_adj_fwl.slope,P014_upgrade_package/harness30/i47_state_final.py,5b52a8954ca84ac4,GO
C87,OA,"State measured two years earlier, months -36 to -25.",0.2518,"[-0.2014, 0.6512]",256,harness30/out/I47.json,estimates.panelC_far_window.neg_log_rate.slope_adj_fwl.slope,P014_upgrade_package/harness30/i47_state_final.py,5b52a8954ca84ac4,GO
C88,OA,Correlation between no-hire share and log hiring volume in the state window.,-0.8542,,,harness30/out/I46.json,estimates.panelA_horserace.corr,P014_upgrade_package/harness30/i46_state_vs_volume.py,e4da972b6286c6d8,PARTIAL
C89,T4,"[SUPERSEDED -> D09d (I-57, corrected design)] Employment gradient (window-to-window log employment).",-0.0292,,305,harness30/out/I55.json,estimates.panelAB_by_outcome.emp.observed,P014_upgrade_package/harness30/i55_reallocation.py,2cfc89c5d0ccf2e6,SUPERSEDED
C89a,T4,"[SUPERSEDED -> D09e (I-57, corrected design)] Null mean for the employment gradient.",0.085,,,harness30/out/I55.json,estimates.panelAB_by_outcome.emp.null_mean,P014_upgrade_package/harness30/i55_reallocation.py,2cfc89c5d0ccf2e6,SUPERSEDED
C89b,T4,"[SUPERSEDED -> D09h-D09j (I-57, corrected design)] Separation gradient.",0.2128,,,harness30/out/I55.json,estimates.panelAB_by_outcome.sep.observed,P014_upgrade_package/harness30/i55_reallocation.py,2cfc89c5d0ccf2e6,SUPERSEDED
C89c,T4,"[SUPERSEDED -> D09h-D09j (I-57, corrected design)] Randomization-inference p for the separation gradient.",0.2534,,,harness30/out/I55.json,estimates.panelAB_by_outcome.sep.RI_p_upper,P014_upgrade_package/harness30/i55_reallocation.py,2cfc89c5d0ccf2e6,SUPERSEDED
C89d,T4,"[SUPERSEDED -> D09h-D09j (I-57, corrected design)] Gross-flow gradient.",0.2807,,,harness30/out/I55.json,estimates.panelAB_by_outcome.gross.observed,P014_upgrade_package/harness30/i55_reallocation.py,2cfc89c5d0ccf2e6,SUPERSEDED
C89e,T4,"[SUPERSEDED -> D09h-D09j (I-57, corrected design)] Randomization-inference p for the gross-flow gradient.",0.0815,,,harness30/out/I55.json,estimates.panelAB_by_outcome.gross.RI_p_upper,P014_upgrade_package/harness30/i55_reallocation.py,2cfc89c5d0ccf2e6,SUPERSEDED
C89f,T4,"[SUPERSEDED -> D09h-D09j (I-57, corrected design)] Net-inflow gradient.",0.0834,,,harness30/out/I55.json,estimates.panelAB_by_outcome.net.observed,P014_upgrade_package/harness30/i55_reallocation.py,2cfc89c5d0ccf2e6,SUPERSEDED
C89g,T4,"[SUPERSEDED -> D09h-D09j (I-57, corrected design)] Randomization-inference p for the net-inflow gradient.",0.3013,,,harness30/out/I55.json,estimates.panelAB_by_outcome.net.RI_p_upper,P014_upgrade_package/harness30/i55_reallocation.py,2cfc89c5d0ccf2e6,SUPERSEDED
C90,T4,[SUPERSEDED -> C90n] Relative employment gradient at 12 months.,-0.0564,,,harness30/out/I55_employment_horizons.json,estimates.h12.observed,"P014_upgrade_package/harness30/(inline, 원장 §41-3)",,SUPERSEDED
C90a,T4,[SUPERSEDED -> C90an] Relative employment gradient at 24 months.,-0.0208,,,harness30/out/I55_employment_horizons.json,estimates.h24.observed,"P014_upgrade_package/harness30/(inline, 원장 §41-3)",,SUPERSEDED
C90b,T4,[SUPERSEDED -> C90bn] Relative employment gradient at 36 months.,-0.1199,,,harness30/out/I55_employment_horizons.json,estimates.h36.observed,"P014_upgrade_package/harness30/(inline, 원장 §41-3)",,SUPERSEDED
C91,T1,Sample flow: firms with no pension link.,168,,,harness30/out/I48.json,estimates.panelA_sample_flow.drop_no_nps_link,P014_upgrade_package/harness30/i48_construct_validity.py,95fb36dd76f6f715,PARTIAL
C91a,T1,Sample flow: firms without a complete pre-deal window.,120,,,harness30/out/I48.json,estimates.panelA_sample_flow.drop_insufficient_pre_window,P014_upgrade_package/harness30/i48_construct_validity.py,95fb36dd76f6f715,PARTIAL
C91b,T1,Sample flow: firms with fewer than five insured employees.,75,,,harness30/out/I48.json,estimates.panelA_sample_flow.drop_employment_lt5,P014_upgrade_package/harness30/i48_construct_validity.py,95fb36dd76f6f715,PARTIAL
C91c,T1,Sample flow: firms with no eligible control cell.,10,,,harness30/out/I48.json,estimates.panelA_sample_flow.drop_no_control_cell,P014_upgrade_package/harness30/i48_construct_validity.py,95fb36dd76f6f715,PARTIAL
C92,T6,Stock-flow reconciliation: median relative discrepancy.,0.01418,,227339,harness30/out/I48.json,estimates.panelB_stock_flow.rel_error_median,P014_upgrade_package/harness30/i48_construct_validity.py,95fb36dd76f6f715,PARTIAL
C92a,T6,Stock-flow: 90th percentile of the relative discrepancy.,0.07143,,,harness30/out/I48.json,estimates.panelB_stock_flow.rel_error_p90,P014_upgrade_package/harness30/i48_construct_validity.py,95fb36dd76f6f715,PARTIAL
C92b,T6,Stock-flow: share of months reconciling exactly.,0.2434,,,harness30/out/I48.json,estimates.panelB_stock_flow.exact_zero_share,P014_upgrade_package/harness30/i48_construct_validity.py,95fb36dd76f6f715,PARTIAL
C92c,T6,Stock-flow: median absolute discrepancy in workers.,1,,,harness30/out/I48.json,estimates.panelB_stock_flow.median_abs_error,P014_upgrade_package/harness30/i48_construct_validity.py,95fb36dd76f6f715,PARTIAL
C93,T6,Treated relative discrepancy before the deal.,0.02771,,,harness30/out/I48.json,"estimates.panelB_stock_flow.treated_profile.pre[-12,-1].mean_rel_error",P014_upgrade_package/harness30/i48_construct_validity.py,95fb36dd76f6f715,PARTIAL
C93a,T6,Treated relative discrepancy in the deal month.,0.0358,,,harness30/out/I48.json,"estimates.panelB_stock_flow.treated_profile.deal[0,0].mean_rel_error",P014_upgrade_package/harness30/i48_construct_validity.py,95fb36dd76f6f715,PARTIAL
C93b,T6,Treated relative discrepancy after the deal.,0.03132,,,harness30/out/I48.json,"estimates.panelB_stock_flow.treated_profile.post[1,12].mean_rel_error",P014_upgrade_package/harness30/i48_construct_validity.py,95fb36dd76f6f715,PARTIAL
C94,T6,Gradient excluding months whose discrepancy exceeds 10 percent.,0.3118,"[-0.0784, 0.7155]",288,harness30/out/I48.json,estimates.panelC_exclusions.exclude_rel_gt_10pct.slope_adj,P014_upgrade_package/harness30/i48_construct_validity.py,95fb36dd76f6f715,PARTIAL
C94a,T6,Gradient excluding months whose discrepancy exceeds 5 percent.,0.5441,"[-0.1059, 1.1829]",231,harness30/out/I48.json,estimates.panelC_exclusions.exclude_rel_gt_5pct.slope_adj,P014_upgrade_package/harness30/i48_construct_validity.py,95fb36dd76f6f715,PARTIAL
C94b,T6,Gradient excluding high-turnover months.,0.4883,"[0.1017, 0.8502]",300,harness30/out/I48.json,estimates.panelC_exclusions.exclude_churn_gt_50pct.slope_adj,P014_upgrade_package/harness30/i48_construct_validity.py,95fb36dd76f6f715,PARTIAL
C94c,T6,Gradient excluding firms whose registered workplace count changes.,0.5571,"[0.1596, 0.9299]",299,harness30/out/I48.json,estimates.panelD_site_change.excluded.slope_adj,P014_upgrade_package/harness30/i48_construct_validity.py,95fb36dd76f6f715,PARTIAL
C94d,T6,Treated firms whose registered workplace count changes.,3,,,harness30/out/I48.json,estimates.panelD_site_change.n_treated_with_site_change,P014_upgrade_package/harness30/i48_construct_validity.py,95fb36dd76f6f715,PARTIAL
C95,T7,"[SUPERSEDED -> E01h/C98 (I-65, corrected 286-event design)] Distinct control firms used across events.",1328,,301,harness30/out/I49.json,estimates.panelA_reuse.n_unique_controls,P014_upgrade_package/harness30/i49_reuse_and_finance.py,3896da5bcf05b001,SUPERSEDED
C95a,T7,"[SUPERSEDED -> E01h/C98 (I-65, corrected 286-event design)] Share of control firms used exactly once.",0.9473,,,harness30/out/I49.json,estimates.panelA_reuse.share_used_once,P014_upgrade_package/harness30/i49_reuse_and_finance.py,3896da5bcf05b001,SUPERSEDED
C95b,T7,"[SUPERSEDED -> E01h/C98 (I-65, corrected 286-event design)] Maximum number of events a single control firm serves.",2,,,harness30/out/I49.json,estimates.panelA_reuse.max_reuse,P014_upgrade_package/harness30/i49_reuse_and_finance.py,3896da5bcf05b001,SUPERSEDED
C95c,T7,"[SUPERSEDED -> E01h/C98 (I-65, corrected 286-event design)] Gradient with the bootstrap clustered on control firms.",0.5624,"[0.1828, 0.9395]",,harness30/out/I49.json,estimates.panelB_clustering.cluster_control_firm.slope,P014_upgrade_package/harness30/i49_reuse_and_finance.py,3896da5bcf05b001,SUPERSEDED
C95d,T7,"[SUPERSEDED -> E01h/C98 (I-65, corrected 286-event design)] Gradient with each control firm assigned to at most one event.",0.5627,"[0.1801, 0.9466]",301,harness30/out/I49.json,estimates.panelC_exclusive_controls.slope.slope,P014_upgrade_package/harness30/i49_reuse_and_finance.py,3896da5bcf05b001,SUPERSEDED
C95e,T7,"[SUPERSEDED -> E01h/C98 (I-65, corrected 286-event design)] Conservative two-way interval.",0.5624,"[0.184, 0.9408]",,harness30/out/I49.json,estimates.panelB_clustering.cluster_event.slope,P014_upgrade_package/harness30/i49_reuse_and_finance.py,3896da5bcf05b001,SUPERSEDED
C96,OA,Free-lag specification: placebo baseline.,-0.4357,"[-0.5952, -0.2735]",,harness30/out/I51.json,estimates.specs.자유 lag (ANCOVA).placebo.coef,P014_upgrade_package/harness30/i51_spec_adjudication.py,e258eff4a53fae75,PARTIAL
C96a,OA,Free-lag specification: treated value.,-0.0523,"[-0.3854, 0.246]",,harness30/out/I51.json,estimates.specs.자유 lag (ANCOVA).treated.coef,P014_upgrade_package/harness30/i51_spec_adjudication.py,e258eff4a53fae75,PARTIAL
C96b,OA,Free-lag specification: treated minus placebo.,0.3834,"[0.0291, 0.7377]",,harness30/out/I51.json,estimates.specs.자유 lag (ANCOVA).diff,P014_upgrade_package/harness30/i51_spec_adjudication.py,e258eff4a53fae75,PARTIAL
C97,T1,Median employment among targets entering the matched design.,79.8,,379,harness30/out/I48.json,estimates.panelE_in_vs_out.included.median_employment,P014_upgrade_package/harness30/i48_construct_validity.py,95fb36dd76f6f715,PARTIAL
C97a,T1,Median employment among targets not entering the design.,135.6,,373,harness30/out/I48.json,estimates.panelE_in_vs_out.excluded.median_employment,P014_upgrade_package/harness30/i48_construct_validity.py,95fb36dd76f6f715,PARTIAL
D01,T4,"State gradient, corrected design (state-balanced matching, mirror placebo).",0.7101,,286,harness30/out/I58.json,estimates.panelA_common_sample.balanced_full.observed,P014_upgrade_package/harness30/i58_design_audit.py,e48198afd57ca2a7,GO
D01a,T4,"Randomization null mean, corrected design.",0.1013,,,harness30/out/I58.json,estimates.panelA_common_sample.balanced_full.null_mean,P014_upgrade_package/harness30/i58_design_audit.py,e48198afd57ca2a7,GO
D01b,T4,"Randomization null SD, corrected design.",0.1509,,,harness30/out/I58.json,estimates.panelA_common_sample.balanced_full.null_sd,P014_upgrade_package/harness30/i58_design_audit.py,e48198afd57ca2a7,GO
D01c,T4,"Randomization-inference p, corrected design.",0.0005,,,harness30/out/I58.json,estimates.panelA_common_sample.balanced_full.RI_p,P014_upgrade_package/harness30/i58_design_audit.py,e48198afd57ca2a7,GO
D01d,T4,"Standardized distance from the null, corrected design.",4.04,,,harness30/out/I58.json,estimates.panelA_common_sample.balanced_full.z,P014_upgrade_package/harness30/i58_design_audit.py,e48198afd57ca2a7,GO
D02,T4,"State gradient, previous design (state-unbalanced matching).",0.4827,,301,harness30/out/I58.json,estimates.panelA_common_sample.current_full.observed,P014_upgrade_package/harness30/i58_design_audit.py,e48198afd57ca2a7,GO
D02a,T4,"Null mean, previous design.",0.1239,,,harness30/out/I58.json,estimates.panelA_common_sample.current_full.null_mean,P014_upgrade_package/harness30/i58_design_audit.py,e48198afd57ca2a7,GO
D02b,T4,"Randomization-inference p, previous design.",0.0165,,,harness30/out/I58.json,estimates.panelA_common_sample.current_full.RI_p,P014_upgrade_package/harness30/i58_design_audit.py,e48198afd57ca2a7,GO
D02c,T4,"Standardized distance, previous design.",2.19,,,harness30/out/I58.json,estimates.panelA_common_sample.current_full.z,P014_upgrade_package/harness30/i58_design_audit.py,e48198afd57ca2a7,GO
D03,T4,Previous design on the common sample.,0.4698,,286,harness30/out/I58.json,estimates.panelA_common_sample.current_common.observed,P014_upgrade_package/harness30/i58_design_audit.py,e48198afd57ca2a7,GO
D03a,T4,"Standardized distance, previous design on the common sample.",2.07,,,harness30/out/I58.json,estimates.panelA_common_sample.current_common.z,P014_upgrade_package/harness30/i58_design_audit.py,e48198afd57ca2a7,GO
D03b,T4,Corrected design on the common sample.,0.7101,,,harness30/out/I58.json,estimates.panelA_common_sample.balanced_common.observed,P014_upgrade_package/harness30/i58_design_audit.py,e48198afd57ca2a7,GO
D03c,T4,"Standardized distance, corrected design on the common sample.",3.91,,,harness30/out/I58.json,estimates.panelA_common_sample.balanced_common.z,P014_upgrade_package/harness30/i58_design_audit.py,e48198afd57ca2a7,GO
D04,T4,"Decomposition: treated firms' own gradient, previous design.",0.8425,,,harness30/out/I58.json,estimates.panelD_decomposition.current.own,P014_upgrade_package/harness30/i58_design_audit.py,e48198afd57ca2a7,GO
D04a,T4,"Decomposition: treated firms' own gradient, corrected design.",0.8425,,,harness30/out/I58.json,estimates.panelD_decomposition.balanced.own,P014_upgrade_package/harness30/i58_design_audit.py,e48198afd57ca2a7,GO
D04b,T4,"Decomposition: control-group gradient, previous design.",0.295,,,harness30/out/I58.json,estimates.panelD_decomposition.current.control_mean,P014_upgrade_package/harness30/i58_design_audit.py,e48198afd57ca2a7,GO
D04c,T4,"Decomposition: control-group gradient, corrected design.",0.0056,,,harness30/out/I58.json,estimates.panelD_decomposition.balanced.control_mean,P014_upgrade_package/harness30/i58_design_audit.py,e48198afd57ca2a7,GO
D05,T7,"Counterfactual placebo: control change on treated state, previous design.",0.3106,,,harness30/out/I58_control_contamination.json,estimates.현행.joint_treated_S,,,OK
D05a,T7,"Counterfactual placebo: control change on treated state, corrected design.",0.0351,,,harness30/out/I58_control_contamination.json,estimates.상태균형.joint_treated_S,,,OK
D05b,T7,"Control change on its own state, previous design.",0.1736,,,harness30/out/I58_control_contamination.json,estimates.현행.joint_own_S,,,OK
D05c,T7,"Control change on its own state, corrected design.",0.2237,,,harness30/out/I58_control_contamination.json,estimates.상태균형.joint_own_S,,,OK
D05d,T7,"Correlation between treated and control state, previous design.",0.3659,,,harness30/out/I58_control_contamination.json,estimates.현행.corr_St_So,,,OK
D05e,T7,"Correlation between treated and control state, corrected design.",0.7614,,,harness30/out/I58_control_contamination.json,estimates.상태균형.corr_St_So,,,OK
D06,T1,"Normalized difference in the state, previous design.",-0.0362,,,harness30/out/I58.json,estimates.panelB_state_balance.current.normalized_difference,P014_upgrade_package/harness30/i58_design_audit.py,e48198afd57ca2a7,GO
D06a,T1,"Normalized difference in the state, corrected design.",-0.0078,,,harness30/out/I58.json,estimates.panelB_state_balance.balanced.normalized_difference,P014_upgrade_package/harness30/i58_design_audit.py,e48198afd57ca2a7,GO
D07,T4,Gradient in the log number of hires (numerator only).,0.6315,,286,harness30/out/I59.json,estimates.lN.observed,,,OK
D07a,T4,Null mean for the log hire count.,0.1795,,,harness30/out/I59.json,estimates.lN.null_mean,,,OK
D07b,T4,"Standardized distance, log hire count.",2.56,,,harness30/out/I59.json,estimates.lN.z,,,OK
D07c,T4,"Two-sided randomization p, log hire count. (two-sided; reported for reference, not featured)",0.014,,,harness30/out/I59.json,estimates.lN.p_two,,,OK
D08,T4,Log hire count controlling for the change in employment.,0.6957,,286,harness30/out/I59.json,estimates.lN_ctrlE.observed,,,OK
D08a,T4,"Null mean, hire count controlling employment.",0.0363,,,harness30/out/I59.json,estimates.lN_ctrlE.null_mean,,,OK
D08b,T4,"Standardized distance, hire count controlling employment.",4.2,,,harness30/out/I59.json,estimates.lN_ctrlE.z,,,OK
D08c,T4,"Two-sided randomization p, hire count controlling employment. (two-sided; reported for reference, not featured)",0.002,,,harness30/out/I59.json,estimates.lN_ctrlE.p_two,,,OK
D09,T4,"Hiring-rate gradient, corrected design.",0.7101,,286,harness30/out/I57.json,estimates.panelB_outcomes.hire.observed,P014_upgrade_package/harness30/i57_reallocation2.py,64b7adc3790218f4,GO
D09a,T4,"Churn gradient, corrected design.",0.3816,,288,harness30/out/I57.json,estimates.panelB_outcomes.churn.observed,P014_upgrade_package/harness30/i57_reallocation2.py,64b7adc3790218f4,GO
D09b,T4,"Standardized distance, churn.",3.08,,,harness30/out/I57.json,estimates.panelB_outcomes.churn.z,P014_upgrade_package/harness30/i57_reallocation2.py,64b7adc3790218f4,GO
D09c,T4,"Two-sided p, churn.",0.002,,,harness30/out/I57.json,estimates.panelB_outcomes.churn.RI_p_two_sided,P014_upgrade_package/harness30/i57_reallocation2.py,64b7adc3790218f4,GO
D09d,T4,"Employment gradient, corrected design.",-0.058,,289,harness30/out/I57.json,estimates.panelB_outcomes.emp.observed,P014_upgrade_package/harness30/i57_reallocation2.py,64b7adc3790218f4,GO
D09e,T4,"Null mean, employment gradient.",0.0796,,,harness30/out/I57.json,estimates.panelB_outcomes.emp.null_mean,P014_upgrade_package/harness30/i57_reallocation2.py,64b7adc3790218f4,GO
D09f,T4,"Standardized distance, employment.",-2.6,,,harness30/out/I57.json,estimates.panelB_outcomes.emp.z,P014_upgrade_package/harness30/i57_reallocation2.py,64b7adc3790218f4,GO
D09g,T4,"Two-sided p, employment.",0.007,,,harness30/out/I57.json,estimates.panelB_outcomes.emp.RI_p_two_sided,P014_upgrade_package/harness30/i57_reallocation2.py,64b7adc3790218f4,GO
D09h,T4,"Separation gradient, corrected design.",0.1788,,281,harness30/out/I57.json,estimates.panelB_outcomes.sep.observed,P014_upgrade_package/harness30/i57_reallocation2.py,64b7adc3790218f4,GO
D09i,T4,"Standardized distance, separations.",1.17,,,harness30/out/I57.json,estimates.panelB_outcomes.sep.z,P014_upgrade_package/harness30/i57_reallocation2.py,64b7adc3790218f4,GO
D09j,T4,"Two-sided p, separations.",0.2349,,,harness30/out/I57.json,estimates.panelB_outcomes.sep.RI_p_two_sided,P014_upgrade_package/harness30/i57_reallocation2.py,64b7adc3790218f4,GO
D10,T4,Paired contrast: hiring minus employment gradient.,0.7536,,286,harness30/out/I57.json,estimates.panelC_paired.채용 − 고용.observed,P014_upgrade_package/harness30/i57_reallocation2.py,64b7adc3790218f4,GO
D10a,T4,Null mean for the paired hiring-minus-employment contrast.,0.0232,,,harness30/out/I57.json,estimates.panelC_paired.채용 − 고용.null_mean,P014_upgrade_package/harness30/i57_reallocation2.py,64b7adc3790218f4,GO
D10b,T4,"Standardized distance, paired hiring minus employment.",4.56,,,harness30/out/I57.json,estimates.panelC_paired.채용 − 고용.z,P014_upgrade_package/harness30/i57_reallocation2.py,64b7adc3790218f4,GO
D10c,T4,Paired contrast: churn minus employment.,0.4539,,,harness30/out/I57.json,estimates.panelC_paired.churn − 고용.observed,P014_upgrade_package/harness30/i57_reallocation2.py,64b7adc3790218f4,GO
D10d,T4,"Standardized distance, churn minus employment.",4.19,,,harness30/out/I57.json,estimates.panelC_paired.churn − 고용.z,P014_upgrade_package/harness30/i57_reallocation2.py,64b7adc3790218f4,GO
D10e,T4,Paired contrast: hiring minus separations.,0.5746,,,harness30/out/I57.json,estimates.panelC_paired.채용 − 이직.observed,P014_upgrade_package/harness30/i57_reallocation2.py,64b7adc3790218f4,GO
D10f,T4,"Two-sided p, hiring minus separations.",0.043,,,harness30/out/I57.json,estimates.panelC_paired.채용 − 이직.RI_p_two_sided,P014_upgrade_package/harness30/i57_reallocation2.py,64b7adc3790218f4,GO
D11,OA,Split-sample IV estimate of the state gradient.,1.2497,,286,harness30/out/I56.json,estimates.panelD_split_iv.iv,P014_upgrade_package/harness30/i56_efficiency.py,01c68bf9ee8bf16a,GO
D11a,OA,"Attenuation ratio, OLS over IV.",0.437,,,harness30/out/I56.json,estimates.panelD_split_iv.attenuation_ratio,P014_upgrade_package/harness30/i56_efficiency.py,01c68bf9ee8bf16a,GO
D11b,OA,Randomization p for the split-sample IV.,0.0215,,,harness30/out/I56.json,estimates.panelD_split_iv.iv_RI_p,P014_upgrade_package/harness30/i56_efficiency.py,01c68bf9ee8bf16a,GO
D11c,OA,Correlation between the two half-window state measures.,0.5736,,,harness30/out/I56.json,estimates.panelD_split_iv.corr_halves,P014_upgrade_package/harness30/i56_efficiency.py,01c68bf9ee8bf16a,GO
D12,OA,State measured over a 24-month window.,0.3883,,244,harness30/out/I56.json,"estimates.panelC_state_window.24개월 [−36,−13].observed",P014_upgrade_package/harness30/i56_efficiency.py,01c68bf9ee8bf16a,GO
D12a,OA,"Randomization p, 24-month state window.",0.0115,,,harness30/out/I56.json,"estimates.panelC_state_window.24개월 [−36,−13].RI_p",P014_upgrade_package/harness30/i56_efficiency.py,01c68bf9ee8bf16a,GO
D12b,OA,Precision-weighted gradient.,0.3458,,,harness30/out/I56.json,estimates.panelE_weighting.precision_weighted.observed,P014_upgrade_package/harness30/i56_efficiency.py,01c68bf9ee8bf16a,GO
D12c,OA,"Randomization p, precision weighted.",0.0155,,,harness30/out/I56.json,estimates.panelE_weighting.precision_weighted.RI_p,P014_upgrade_package/harness30/i56_efficiency.py,01c68bf9ee8bf16a,GO
D12d,OA,Gradient adding deal-year fixed effects.,0.6779,,,harness30/out/I56.json,estimates.panelF_covariates.plus_year.observed,P014_upgrade_package/harness30/i56_efficiency.py,01c68bf9ee8bf16a,GO
D12e,OA,"Randomization p, deal-year fixed effects.",0.001,,,harness30/out/I56.json,estimates.panelF_covariates.plus_year.RI_p,P014_upgrade_package/harness30/i56_efficiency.py,01c68bf9ee8bf16a,GO
D13,OA,Level net-inflow gradient (denominator-contaminated; diagnostic only).,0.1718,,289,harness30/out/I57_levels.json,estimates.net.observed,,,OK
D13a,OA,Level hire-rate gradient.,0.2631,,,harness30/out/I57_levels.json,estimates.h_rate.observed,,,OK
D13b,OA,Level separation-rate gradient.,0.0944,,,harness30/out/I57_levels.json,estimates.s_rate.observed,,,OK
D13c,OA,Accounting identity check: hire minus separation versus direct net.,-0.0031,,,harness30/out/I57_levels.json,estimates.identity_check.gap,,,OK
D14,OA,Hazard triple interaction under the corrected design (imprecise).,1.5074,"[0.871, 2.6087]",1199,harness30/out/I57.json,estimates.panelA_hazard_triple.연속 S.HR,P014_upgrade_package/harness30/i57_reallocation2.py,64b7adc3790218f4,GO
E01,T4,"Gradient, primary specification (winsorized 5/95), corrected design. The ci95 column is the placebo null 95% range, not an interval on the estimate; see E01h.",0.7101,"[-0.1835, 0.4082]",286,harness30/out/I60.json,estimates.specs.winsor_5_95.observed,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
E01a,T4,"Null mean, primary.",0.101,,,harness30/out/I60.json,estimates.specs.winsor_5_95.null_mean,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
E01b,T4,"Null SD, primary.",0.1538,,,harness30/out/I60.json,estimates.specs.winsor_5_95.null_sd,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
E01c,T4,"Randomization p, primary.",0.0005,,,harness30/out/I60.json,estimates.specs.winsor_5_95.RI_p,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
E01d,T4,"Standardized distance, primary.",3.96,,,harness30/out/I60.json,estimates.specs.winsor_5_95.z,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
E01e,T4,"Excess over the null, primary.",0.6091,,,harness30/out/I60.json,estimates.specs.winsor_5_95.excess,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
E01f,T4,"Minimum detectable gradient, randomization basis.",0.3826,,,harness30/out/I60.json,estimates.specs.winsor_5_95.MDE_RI_80,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
E02,T4,"Gradient, unwinsorized.",0.837,,,harness30/out/I60.json,estimates.specs.raw.observed,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
E02a,T4,"Null mean, unwinsorized.",0.1216,,,harness30/out/I60.json,estimates.specs.raw.null_mean,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
